Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12
25.259884,Wed 05/29/19 10:07:53.000 AM,0,22.041807,20.503357,9.93066,7.78125,0.11977,82,82,48.96875,43.585938
25.259884,Wed 05/29/19 10:07:54.451 AM,0,22.041807,20.503357,9.93066,7.78125,0.11977,82,82,48.96875,43.585938
25.259884,Wed 05/29/19 10:07:54.452 AM,0,22.041807,20.503357,9.93066,7.78125,0.11977,82,82,48.96875,43.585938
25.259884,Wed 05/29/19 10:07:54.455 AM,0,22.041807,20.503357,9.93066,7.78125,0.11977,82,82,48.96875,43.585938
25.259884,Wed 05/29/19 10:07:54.457 AM,0,22.041807,20.503357,9.93066,7.78125,0.11977,82,82,48.96875,43.585938
25.259884,Wed 05/29/19 10:07:54.457 AM,0,22.041807,20.503357,9.93066,7.78125,0.11977,82,82,48.96875,43.585938
25.259884,Wed 05/29/19 10:07:54.457 AM,0,22.041807,20.503357,9.93066,7.78125,0.11977,82,82,48.96875,43.585938
25.259884,Wed 05/29/19 10:07:54.700 AM,0,22.041807,20.503357,9.93066,7.78125,0.11977,82,82,48.96875,43.585938
25.259884,Wed 05/29/19 10:07:55.451 AM,0,22.041807,20.503357,8.048776,6.09375,0.111812,82,82,48.96875,43.585938
25.259884,Wed 05/29/19 10:07:56.450 AM,0,22.038433,20.449898,7.961117,6.039062,0.113971,82,82,48.984375,0
25.259884,Wed 05/29/19 10:07:57.451 AM,0,21.551594,19.998222,7.961117,6.039062,0.113971,82,82,48.988281,0
25.259884,Wed 05/29/19 10:07:58.451 AM,0,21.05645,19.572025,9.397226,7.445312,0.114435,82,82,48.984375,36.183594
25.263876,Wed 05/29/19 10:07:59.451 AM,0,20.725866,19.260918,9.397226,7.445312,0.114435,82,82,49,36.1875
25.2824,Wed 05/29/19 10:08:00.451 AM,0,20.155985,18.672684,7.269879,5.46875,0.108416,82,82,48.980469,36.191406
