Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12
25.226006,Fri 05/31/19 12:23:06.000 AM,0,64.85318,60.291405,3.137751,2.34375,0.105928,82,82,37.96875,0
25.226006,Fri 05/31/19 12:23:06.337 AM,0,64.85318,60.291405,3.137751,2.34375,0.105928,82,82,37.96875,0
25.226006,Fri 05/31/19 12:23:06.339 AM,0,64.85318,60.291405,3.137751,2.34375,0.105928,82,82,37.96875,0
25.226006,Fri 05/31/19 12:23:06.341 AM,0,64.85318,60.291405,3.137751,2.34375,0.105928,82,82,37.96875,0
25.226006,Fri 05/31/19 12:23:06.343 AM,0,64.85318,60.291405,3.137751,2.34375,0.105928,82,82,37.96875,0
25.226006,Fri 05/31/19 12:23:06.343 AM,0,64.85318,60.291405,3.137751,2.34375,0.105928,82,82,37.96875,0
25.226006,Fri 05/31/19 12:23:06.344 AM,0,64.85318,60.291405,3.137751,2.34375,0.105928,82,82,37.96875,0
25.226006,Fri 05/31/19 12:23:06.435 AM,0,64.85318,60.291405,3.137751,2.34375,0.105928,82,82,37.96875,0
25.226006,Fri 05/31/19 12:23:07.337 AM,0,64.85318,60.291405,3.079814,2.289062,0.105214,82,82,37.96875,0
25.226006,Fri 05/31/19 12:23:08.337 AM,0,65.433128,60.291405,3.718137,2.789062,0.106638,82,82,37.933594,0
25.226006,Fri 05/31/19 12:23:09.337 AM,0,64.857849,60.282326,3.062601,2.296875,0.105999,82,82,37.917969,0
25.226006,Fri 05/31/19 12:23:09.338 AM,0,64.857849,60.282326,3.062601,2.296875,0.105999,82,82,37.917969,0
25.226006,Fri 05/31/19 12:23:10.337 AM,0,64.849678,59.796696,2.998965,2.273438,0.104328,82,82,37.882812,29.886719
25.321262,Fri 05/31/19 12:23:11.338 AM,0,64.841499,60.039024,2.998965,2.273438,0.104328,82,82,37.851562,29.871094
25.321262,Fri 05/31/19 12:23:12.337 AM,0,64.873047,60.28838,3.000705,2.265625,0.105806,82,82,37.816406,29.863281
25.357813,Fri 05/31/19 12:23:13.337 AM,0,64.856682,59.801655,3.043763,2.304688,0.105291,82,82,37.78125,29.855469
25.383505,Fri 05/31/19 12:23:14.338 AM,0,64.854347,60.282326,3.035854,2.28125,0.103789,82,82,37.75,29.863281
