Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12
25.377539,Fri 05/31/19 01:20:44.000 AM,0,17.898781,16.96217,3.214826,2.28125,0.105515,82,82,47.953125,40.851562
25.377539,Fri 05/31/19 01:20:44.156 AM,0,17.898781,16.96217,3.214826,2.28125,0.105515,82,82,47.953125,40.851562
25.377539,Fri 05/31/19 01:20:44.157 AM,0,17.898781,16.96217,3.214826,2.28125,0.105515,82,82,47.953125,40.851562
25.377539,Fri 05/31/19 01:20:44.159 AM,0,17.898781,16.96217,3.214826,2.28125,0.105515,82,82,47.953125,40.851562
25.377539,Fri 05/31/19 01:20:44.161 AM,0,17.898781,16.96217,3.214826,2.28125,0.105515,82,82,47.953125,40.851562
25.377539,Fri 05/31/19 01:20:44.161 AM,0,17.898781,16.96217,3.214826,2.28125,0.105515,82,82,47.953125,40.851562
25.377539,Fri 05/31/19 01:20:44.161 AM,0,17.898781,16.96217,3.214826,2.28125,0.105515,82,82,47.953125,40.851562
25.377539,Fri 05/31/19 01:20:45.969 AM,0,17.898781,16.96217,3.214826,2.28125,0.105515,82,82,47.953125,40.851562
25.377539,Fri 05/31/19 01:20:46.969 AM,0,18.216686,16.710997,3.289007,2.335938,0.106921,82,82,47.902344,0
25.377539,Fri 05/31/19 01:20:47.969 AM,0,18.243921,16.635782,3.197166,2.273438,0.104455,82,82,47.859375,0
25.377539,Fri 05/31/19 01:20:48.969 AM,0,18.327326,16.886583,3.206427,2.296875,0.104304,82,82,47.8125,0
25.377539,Fri 05/31/19 01:20:48.155 AM,0,18.327326,16.886583,3.206427,2.296875,0.104304,82,82,47.8125,0
25.377539,Fri 05/31/19 01:20:49.969 AM,0,18.351151,16.823608,3.227709,2.296875,0.101349,82,82,47.769531,36.9375
25.480001,Fri 05/31/19 01:20:50.969 AM,0,18.150742,16.729481,3.209663,2.3125,0.102999,82,82,47.644531,36.90625
25.560534,Fri 05/31/19 01:20:51.969 AM,0,18.126249,16.602104,3.444035,2.421875,0.104482,82,82,47.601562,36.902344
25.571413,Fri 05/31/19 01:20:52.969 AM,0,18.33106,16.78854,3.198582,2.28125,0.105024,82,82,47.5625,36.890625
25.486843,Fri 05/31/19 01:20:53.969 AM,0,18.30887,16.82888,3.207503,2.28125,0.104502,82,82,47.523438,36.878906
25.457291,Fri 05/31/19 01:20:54.969 AM,0,18.126614,16.901487,3.885055,2.828125,0.102531,82,82,47.492188,36.878906
25.534081,Fri 05/31/19 01:20:55.969 AM,0,18.287386,16.939342,3.199402,2.28125,0.104331,82,82,47.457031,36.855469
25.489847,Fri 05/31/19 01:20:56.969 AM,0,18.082273,16.809076,3.271142,2.304688,0.103961,82,82,47.417969,36.855469
25.486025,Fri 05/31/19 01:20:57.969 AM,0,18.05715,16.843367,3.213203,2.289062,0.10071,82,82,47.382812,36.839844
25.507874,Fri 05/31/19 01:20:58.969 AM,0,18.104099,16.902838,3.199933,2.289062,0.104851,82,82,47.335938,36.828125
25.415947,Fri 05/31/19 01:20:59.969 AM,0,18.192202,16.770161,3.19325,2.320312,0.103988,82,82,47.296875,36.820312
25.375271,Fri 05/31/19 01:21:00.969 AM,0,18.152939,16.868937,3.238541,2.289062,0.106407,82,82,47.191406,36.8125
25.327387,Fri 05/31/19 01:21:01.969 AM,0,18.083729,16.749952,3.286553,2.328125,0.104954,82,82,47.148438,36.800781
25.268661,Fri 05/31/19 01:21:02.969 AM,0,18.265675,16.670372,3.197623,2.296875,0.105223,82,82,47.101562,36.789062
25.249985,Fri 05/31/19 01:21:03.969 AM,0,18.30859,16.922066,3.197162,2.273438,0.103594,82,82,47.066406,36.789062
25.22049,Fri 05/31/19 01:21:04.969 AM,0,18.196247,17.019989,3.931928,2.8125,0.106502,82,82,47.035156,36.773438
25.238649,Fri 05/31/19 01:21:05.969 AM,0,18.262802,16.790966,3.247586,2.296875,0.105589,82,82,46.992188,36.773438
25.264038,Fri 05/31/19 01:21:06.969 AM,0,18.151016,16.728624,3.267988,2.328125,0.105466,82,82,46.945312,36.757812
25.407177,Fri 05/31/19 01:21:07.969 AM,0,18.129719,16.788694,3.195344,2.28125,0.104309,82,82,46.902344,36.75
25.384811,Fri 05/31/19 01:21:08.969 AM,0,18.086452,16.743797,3.20121,2.304688,0.104456,82,82,46.859375,36.738281
25.337099,Fri 05/31/19 01:21:09.969 AM,0,17.904301,16.733757,10.571023,8.046875,0.10979,82,82,46.9375,36.738281
25.336777,Fri 05/31/19 01:21:10.969 AM,0,18.081549,16.766333,6.519547,4.0625,0.112416,82,82,47.140625,36.71875
25.332951,Fri 05/31/19 01:21:11.969 AM,0,18.171265,16.945642,5.263636,3.390625,0.127685,82,82,47.117188,36.71875
25.428205,Fri 05/31/19 01:21:12.969 AM,0,18.01333,17.018782,4.654735,3.03125,0.123053,82,82,47.089844,36.710938
25.670271,Fri 05/31/19 01:21:13.969 AM,0,18.087452,16.769691,4.925292,3.140625,0.121843,82,82,47.0625,36.699219
25.684818,Fri 05/31/19 01:21:14.969 AM,0,18.109655,16.671839,5.061522,3.40625,0.127254,82,82,47.046875,36.691406
25.732531,Fri 05/31/19 01:21:15.969 AM,0,18.222498,17.022001,5.188279,3.289062,0.135984,82,82,47.023438,36.679688
25.662453,Fri 05/31/19 01:21:16.969 AM,0,18.243366,16.788305,5.5553,3.53125,0.12576,82,82,47.003906,36.679688
25.761375,Fri 05/31/19 01:21:17.969 AM,0,17.952696,16.902597,5.175845,3.3125,0.117582,82,82,46.984375,36.679688
25.750216,Fri 05/31/19 01:21:18.969 AM,0,18.310081,16.866882,6.431298,4.039062,0.126327,82,82,46.96875,36.660156
25.845467,Fri 05/31/19 01:21:19.969 AM,0,18.333393,16.746288,6.265346,4,0.127877,82,82,46.957031,36.660156
25.867336,Fri 05/31/19 01:21:20.969 AM,0,18.079006,16.787912,6.041206,3.78125,0.121527,82,82,46.863281,36.652344
25.914896,Fri 05/31/19 01:21:21.969 AM,0,18.148821,16.729168,5.359788,3.445312,0.120957,82,82,46.84375,36.644531
25.944105,Fri 05/31/19 01:21:22.969 AM,0,18.082094,16.747612,6.583454,4.023438,0.124783,82,82,46.835938,36.632812
26.072372,Fri 05/31/19 01:21:23.969 AM,0,17.990555,16.769457,4.998486,3.171875,0.119207,82,82,46.820312,36.621094
26.116285,Fri 05/31/19 01:21:24.969 AM,0,18.198637,16.865381,5.140348,3.4375,0.12128,82,82,46.808594,36.621094
26.10877,Fri 05/31/19 01:21:25.969 AM,0,18.199743,16.809155,3.926534,2.625,0.11468,82,82,46.777344,36.617188
26.108601,Fri 05/31/19 01:21:26.969 AM,0,18.066124,16.730179,4.250665,2.804688,0.130047,82,82,46.753906,36.617188
26.035042,Fri 05/31/19 01:21:27.969 AM,0,18.088362,16.809782,5.247189,3.3125,0.128077,82,82,46.742188,36.59375
26.064232,Fri 05/31/19 01:21:28.969 AM,0,18.059053,16.750965,5.360472,3.375,0.129068,82,82,46.722656,36.589844
26.093422,Fri 05/31/19 01:21:29.969 AM,0,18.176218,16.770706,4.994401,3.234375,0.13369,82,82,46.710938,36.589844
26.166691,Fri 05/31/19 01:21:30.969 AM,0,18.153305,16.803741,5.249297,3.3125,0.130591,82,82,46.621094,36.589844
26.206894,Fri 05/31/19 01:21:31.969 AM,0,18.155319,16.669676,5.516429,3.578125,0.122907,82,82,46.609375,36.5625
26.085777,Fri 05/31/19 01:21:32.969 AM,0,18.309708,16.770864,4.739576,3.054688,0.13416,82,82,46.597656,36.5625
26.081762,Fri 05/31/19 01:21:33.969 AM,0,18.237452,16.807194,4.871698,3.164062,0.13081,82,82,46.582031,36.554688
26.18453,Fri 05/31/19 01:21:34.969 AM,0,18.175852,16.734222,4.937606,3.359375,0.12539,82,82,46.589844,36.554688
26.191738,Fri 05/31/19 01:21:35.969 AM,0,18.266972,16.746367,4.026978,2.703125,0.121895,82,82,46.578125,36.535156
26.165855,Fri 05/31/19 01:21:36.969 AM,0,18.198547,16.98642,3.864968,2.585938,0.111424,82,82,46.550781,36.53125
26.154692,Fri 05/31/19 01:21:37.969 AM,0,18.130814,16.750731,5.554981,3.5625,0.128649,82,82,46.542969,36.527344
26.16922,Fri 05/31/19 01:21:38.969 AM,0,18.128899,16.7096,4.341714,2.828125,0.11968,82,82,46.523438,36.519531
26.165359,Fri 05/31/19 01:21:39.969 AM,0,18.148182,16.806332,7.177573,5.78125,0.106319,82,82,47.519531,36.507812
26.172699,Fri 05/31/19 01:21:40.969 AM,0,17.952156,16.789869,41.958202,33.757812,0.135085,82,82,53.085938,36.507812
26.168877,Fri 05/31/19 01:21:41.969 AM,0,18.176952,16.748236,58.470901,48.195312,0.147479,82,82,59.621094,36.511719
26.135712,Fri 05/31/19 01:21:42.969 AM,0,18.174109,16.788147,43.465191,35.203125,0.123515,82,82,60.148438,36.511719
26.069439,Fri 05/31/19 01:21:43.969 AM,0,18.171906,16.711153,36.62254,29.3125,0.107096,82,82,60.65625,36.492188
25.995899,Fri 05/31/19 01:21:44.969 AM,0,18.199926,16.983536,14.322984,10.539062,0.116003,82,82,60.121094,36.492188
25.951702,Fri 05/31/19 01:21:45.969 AM,0,18.265305,16.809704,24.537199,19.304688,0.124978,82,82,59.753906,36.5
26.021437,Fri 05/31/19 01:21:46.969 AM,0,18.222956,16.90633,18.270597,13.460938,0.13496,82,82,59.328125,36.5
26.168095,Fri 05/31/19 01:21:47.969 AM,1,18.064943,16.748859,32.084522,25.460938,0.107279,82,82,59.605469,36.515625
26.307369,Fri 05/31/19 01:21:48.969 AM,1,18.065487,16.942293,29.383827,23.007812,0.121022,82,82,60.46875,36.53125
26.380777,Fri 05/31/19 01:21:49.969 AM,1,18.217794,16.769457,30.97061,24.515625,0.104203,82,82,61.089844,36.546875
26.446686,Fri 05/31/19 01:21:50.969 AM,1,18.107285,16.67539,33.036514,26.523438,0.104619,82,82,62.648438,36.546875
26.442867,Fri 05/31/19 01:21:50.472 AM,1,18.17732,17.062017,32.88472,26.046875,0.103637,82,82,63.648438,36.578125
26.442867,Fri 05/31/19 01:21:51.969 AM,1,18.17732,17.062017,32.88472,26.046875,0.103637,82,82,63.648438,36.578125
26.516273,Fri 05/31/19 01:21:52.969 AM,1,18.05534,16.885632,7.572608,5.164062,0.113921,82,82,63.058594,36.578125
26.468218,Fri 05/31/19 01:21:53.969 AM,1,18.168787,16.808685,3.37621,2.328125,0.108755,82,82,62.722656,36.617188
26.398479,Fri 05/31/19 01:21:54.969 AM,1,18.150742,16.811274,3.554205,2.617188,0.108702,82,82,62.378906,36.632812
26.310261,Fri 05/31/19 01:21:55.969 AM,1,18.056427,17.019506,13.877483,10.703125,0.129532,0,82,62.101562,36.644531
26.288033,Fri 05/31/19 01:21:56.969 AM,1,18.351992,17.038919,3.413482,2.359375,0.109046,0,82,61.769531,36.671875
26.218294,Fri 05/31/19 01:21:57.969 AM,1,18.493023,16.864117,3.359057,2.375,0.107373,0,82,61.441406,36.691406
26.166779,Fri 05/31/19 01:21:58.969 AM,1,18.605324,17.180984,3.370009,2.359375,0.107272,0,82,61.125,36.703125
26.082211,Fri 05/31/19 01:21:59.969 AM,1,18.285063,17.082336,3.25696,2.335938,0.106558,0,82,60.808594,36.703125
26.016146,Fri 05/31/19 01:22:00.969 AM,1,18.393812,17.043436,3.350635,2.367188,0.106804,0,82,60.503906,36.722656
25.975582,Fri 05/31/19 01:22:01.969 AM,1,18.395317,17.021761,3.40486,2.398438,0.105495,0,82,60.199219,36.722656
25.938726,Fri 05/31/19 01:22:02.969 AM,1,18.588034,17.022242,3.366467,2.382812,0.105987,0,82,59.894531,36.75
25.916706,Fri 05/31/19 01:22:03.969 AM,1,18.446779,17.200191,3.332062,2.359375,0.107465,0,82,59.601562,36.746094
25.993649,Fri 05/31/19 01:22:04.969 AM,1,18.448198,17.144817,3.473438,2.460938,0.108917,0,82,59.3125,36.75
26.151468,Fri 05/31/19 01:22:05.969 AM,1,18.401237,17.222326,4.331232,2.945312,0.118969,0,82,59.023438,36.75
26.210003,Fri 05/31/19 01:22:06.969 AM,1,18.35227,16.981693,3.852406,2.59375,0.122272,0,82,58.730469,36.765625
26.246704,Fri 05/31/19 01:22:07.969 AM,1,18.401522,16.984097,3.407314,2.40625,0.107936,0,82,58.441406,36.765625
26.198839,Fri 05/31/19 01:22:08.969 AM,1,18.489796,17.201672,3.257584,2.296875,0.106063,0,82,58.160156,36.773438
26.228031,Fri 05/31/19 01:22:09.969 AM,1,18.278566,17.301205,3.322235,2.367188,0.108084,0,82,57.886719,36.777344
26.213348,Fri 05/31/19 01:22:10.969 AM,1,18.466747,17.119867,3.295511,2.328125,0.108723,0,82,57.621094,36.785156
26.165501,Fri 05/31/19 01:22:11.969 AM,1,18.491693,16.983936,3.445219,2.390625,0.109071,0,82,57.363281,36.785156
